EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
489522,Shooting Permit,6/6/19 7:00,6/6/19 21:00,6/4/19 10:18,"Mayor's Office of Film, Theatre & Broadcasting","34 AVENUE between 35 STREET and 36 STREET,  35 STREET between 34 AVENUE and 35 AVENUE",Queens,1,114,Television,Cable-episodic,United States of America,11106
488977,Shooting Permit,6/6/19 6:00,6/6/19 22:00,6/1/19 14:38,"Mayor's Office of Film, Theatre & Broadcasting",PLYMOUTH STREET between GOLD STREET and BRIDGE STREET,Brooklyn,2,"84, 88",Still Photography,Not Applicable,United States of America,11201
488221,Theater Load in and Load Outs,6/6/19 6:00,6/7/19 23:59,5/29/19 17:20,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  BROADWAY between WEST   74 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY",Manhattan,7,20,Theater,Theater,United States of America,10023
485531,Shooting Permit,6/6/19 6:00,6/6/19 23:59,5/16/19 15:42,"Mayor's Office of Film, Theatre & Broadcasting",33 STREET between 36 AVENUE and 37 AVENUE,Queens,1,114,Television,Episodic series,Canada,11106
489038,Shooting Permit,6/6/19 6:00,6/6/19 21:00,6/2/19 5:04,"Mayor's Office of Film, Theatre & Broadcasting","SHORE BLVD. between ASTORIA PARK SOUTH and DITMARS BOULEVARD,  30 AVENUE between 34 STREET and 35 STREET,  34 STREET between 30 AVENUE and 31 AVENUE",Queens,1,114,Television,Children,United States of America,"11103, 11105"
489490,Shooting Permit,6/6/19 6:00,6/6/19 21:00,6/4/19 8:27,"Mayor's Office of Film, Theatre & Broadcasting","PORTER AVENUE between DIVISION PLACE and LOMBARDY STREET,  LOMBARDY STREET between STEWART AVENUE and PORTER AVENUE",Brooklyn,1,94,Film,Feature,United States of America,11222
489665,Rigging Permit,6/6/19 6:00,6/7/19 19:00,6/4/19 14:50,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  175 STREET and WEST  174 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
489700,Shooting Permit,6/6/19 6:00,6/6/19 18:00,6/4/19 15:39,"Mayor's Office of Film, Theatre & Broadcasting",SMITH STREET between DEAN STREET and PACIFIC STREET,Brooklyn,2,84,Commercial,Commercial,United States of America,11201
489217,Shooting Permit,6/6/19 2:00,6/6/19 21:00,6/3/19 11:04,"Mayor's Office of Film, Theatre & Broadcasting","88 STREET between DORAN AVENUE and COOPER AVENUE,  83 STREET between DORAN AVENUE and COOPER AVENUE,  COOPER AVENUE between 84 STREET and 83 STREET",Queens,5,104,Television,Cable-episodic,United States of America,11385
465307,Theater Load in and Load Outs,6/6/19 0:01,6/7/19 6:00,2/20/19 9:59,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,"10001, 10121"
485772,Theater Load in and Load Outs,6/6/19 0:01,6/9/19 6:00,5/17/19 15:08,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
487160,Theater Load in and Load Outs,6/6/19 0:01,6/8/19 6:00,5/23/19 16:40,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
489251,Shooting Permit,6/5/19 19:30,6/6/19 5:00,6/3/19 12:33,"Mayor's Office of Film, Theatre & Broadcasting","EAST   44 STREET between 5 AVENUE and MADISON AVENUE,  EAST   43 STREET between 5 AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   45 STREET and EAST   42 STREET,  EAST   45 STREET between 5 AVENUE and MADISON AVENUE,  WEST   43 STREET between 5 AVENUE and 6 AVENUE,  VANDERBILT AVENUE between EAST   44 STREET and EAST   45 STREET",Manhattan,5,"14, 18",Television,Episodic series,United States of America,"10017, 10036, 10173"
487668,Shooting Permit,6/5/19 16:00,6/6/19 2:30,5/27/19 22:53,"Mayor's Office of Film, Theatre & Broadcasting",DAVIDSON AVENUE between WEST  174 STREET and W.175 STREET,Bronx,5,46,Film,Feature,United States of America,10453
488845,Shooting Permit,6/5/19 13:00,6/6/19 3:00,5/31/19 15:42,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE STREET between BUSHWICK AVENUE and WATERBURY STREET,  MESEROLE STREET between BUSHWICK PLACE and WATERBURY STREET,  BUSHWICK PLACE between MESEROLE STREET and MONTROSE AVENUE,  MONTROSE AVENUE between BUSHWICK AVENUE and BUSHWICK PLACE,  BUSHWICK PLACE between MONTROSE AVENUE and JOHNSON AVENUE,  BUSHWICK AVENUE between MONTROSE AVENUE and SCHOLES STREET,  MAUJER STREET between HUMBOLDT STREET and BUSHWICK AVENUE",Brooklyn,1,90,Film,Feature,United States of America,11206
487431,Shooting Permit,6/5/19 10:00,6/5/19 20:00,5/24/19 16:37,"Mayor's Office of Film, Theatre & Broadcasting","CHARLTON STREET between GREENWICH STREET and HUDSON STREET,  GREENWICH STREET between CHARLTON STREET and KING STREET",Manhattan,2,1,WEB,Not Applicable,United States of America,10014
489584,Shooting Permit,6/5/19 9:00,6/5/19 16:00,6/4/19 12:35,"Mayor's Office of Film, Theatre & Broadcasting","WEST BROADWAY between SPRING STREET and GRAND STREET,  BROOME STREET between WEST BROADWAY and GREENE STREET,  THOMPSON STREET between WATTS STREET and GRAND STREET,  THOMPSON STREET between 6 AVENUE and GRAND STREET,  AVENUE OF THE AMERICAS between GRAND STREET and THOMPSON STREET,  GRAND STREET between AVENUE OF THE AMERICAS and WEST BROADWAY",Manhattan,2,1,Television,Episodic series,United States of America,"10012, 10013"
488790,Shooting Permit,6/5/19 9:00,6/5/19 16:00,5/31/19 13:59,"Mayor's Office of Film, Theatre & Broadcasting",12TH AVENUE between WEST  133 STREET and WEST  135 STREET,Manhattan,9,30,Music Video,Signed Artist,United States of America,"10027, 10031"
488141,Shooting Permit,6/5/19 9:00,6/6/19 1:00,5/29/19 14:17,"Mayor's Office of Film, Theatre & Broadcasting","Queens Plaza South between 21 Street and 23 Street,  22 Street between Queens Plaza South and 43 Avenue",Queens,2,108,Television,Episodic series,United States of America,11101
488878,Shooting Permit,6/5/19 8:30,6/5/19 21:30,5/31/19 17:00,"Mayor's Office of Film, Theatre & Broadcasting",ARTHUR KILL ROAD between SOUTH BRIDGE STREET and RICHMOND VALLEY ROAD,Staten Island,3,123,Television,Episodic series,United States of America,10309
488111,Shooting Permit,6/5/19 7:00,6/5/19 19:00,5/29/19 12:53,"Mayor's Office of Film, Theatre & Broadcasting",WEST   41 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,"10018, 10036"
489346,Shooting Permit,6/5/19 7:00,6/5/19 21:00,6/3/19 15:18,"Mayor's Office of Film, Theatre & Broadcasting","34 AVENUE between 35 STREET and 36 STREET,  35 STREET between 34 AVENUE and 35 AVENUE",Queens,1,114,Television,Cable-episodic,United States of America,11106
488608,Shooting Permit,6/5/19 7:00,6/5/19 23:00,5/30/19 19:20,"Mayor's Office of Film, Theatre & Broadcasting","Kingsland Avenue between Dead End Avenue and Greenpoint Avenue,  Kingsland Avenue between Greenpoint Avenue and North Henry Street",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
488697,Shooting Permit,6/5/19 7:00,6/5/19 21:00,5/31/19 10:59,"Mayor's Office of Film, Theatre & Broadcasting",W 110TH ST between LENOX AVENUE and DUKE ELLINGTON CIRCLE,Manhattan,64,22,Still Photography,Not Applicable,United States of America,"10023, 10024, 10025, 10026"
489192,Shooting Permit,6/5/19 7:00,6/5/19 23:00,6/3/19 10:12,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
488457,Shooting Permit,6/5/19 7:00,6/5/19 23:00,5/30/19 13:29,"Mayor's Office of Film, Theatre & Broadcasting","LAKE AVENUE between WENLOCK STREET and RONALD AVENUE,  WENLOCK STREET between LAKE AVENUE and SIMONSON AVENUE,  RONALD AVENUE between LAKE AVENUE and GRANITE AVENUE,  WENLOCK STREET between LAKE AVENUE and MELYN PLACE,  LAKE AVENUE between DIXON AVENUE and WALKER STREET,  DIXON AVENUE between LAKE AVENUE and GRANITE AVENUE,  DIXON AVENUE between SIMONSON AVENUE and LAKE AVENUE",Staten Island,1,121,Film,Feature,United States of America,10303
489240,Shooting Permit,6/5/19 7:00,6/5/19 21:00,6/3/19 12:09,"Mayor's Office of Film, Theatre & Broadcasting","SOUTH PINEHURST AVENUE between DEAD END and WEST  177 STREET,  BROADWAY between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  175 STREET and WEST  176 STREET,  BROADWAY between WEST  176 STREET and WEST  177 STREET,  BROADWAY between WEST  177 STREET and WEST  178 STREET,  BROADWAY between WEST  178 STREET and WEST  177 STREET,  WEST  176 STREET between HAVEN AVENUE and FORT WASHINGTON AVENUE,  FORT WASHINGTON AVENUE between WEST  179 STREET and WEST  180 STREET,  WADSWORTH AVENUE between WEST  175 STREET and WEST  174 STREET,  BROADWAY between WEST  171 STREET and WEST  174 STREET,  BROADWAY between WEST  172 STREET and WEST  173 STREET",Manhattan,12,"33, 34",Film,Feature,United States of America,"10032, 10033"
489127,Shooting Permit,6/5/19 6:30,6/5/19 12:00,6/2/19 21:11,"Mayor's Office of Film, Theatre & Broadcasting",WEST   67 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,Manhattan,7,20,Television,Talk Show,United States of America,10023
489176,Shooting Permit,6/5/19 6:00,6/5/19 21:00,6/3/19 9:43,"Mayor's Office of Film, Theatre & Broadcasting","PORTER AVENUE between DIVISION PLACE and LOMBARDY STREET,  LOMBARDY STREET between STEWART AVENUE and PORTER AVENUE",Brooklyn,1,94,Film,Feature,United States of America,11222
472396,Shooting Permit,6/5/19 6:00,6/7/19 23:59,3/26/19 14:36,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between VERNON BOULEVARD and 9 STREET,  9 STREET between 43 AVENUE and 43 ROAD",Queens,2,108,WEB,Not Applicable,United States of America,11101
488974,Shooting Permit,6/5/19 6:00,6/5/19 22:00,6/1/19 14:22,"Mayor's Office of Film, Theatre & Broadcasting",PLYMOUTH STREET between GOLD STREET and BRIDGE STREET,Brooklyn,2,"84, 88",Still Photography,Not Applicable,United States of America,11201
489555,Shooting Permit,6/5/19 4:00,6/5/19 10:00,6/4/19 11:47,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
488182,Theater Load in and Load Outs,6/5/19 0:01,6/7/19 6:00,5/29/19 15:37,"Mayor's Office of Film, Theatre & Broadcasting",WEST   43 STREET between 6 AVENUE and BROADWAY,Manhattan,5,14,Theater,Theater,United States of America,10036
488445,DCAS Prep/Shoot/Wrap Permit,6/4/19 20:00,6/5/19 1:30,5/30/19 13:16,"Mayor's Office of Film, Theatre & Broadcasting","EAST  161 STREET between WALTON AVENUE and GRAND CONCOURSE,  EAST  161 STREET between WALTON AVENUE and GRAND CONCOURSE,  WALTON AVENUE between EAST  161 STREET and EAST  158 STREET,  GRAND CONCOURSE between EAST  161 STREET and EAST  158 STREET,  GRAND CONCOURSE between EAST  158 STREET and EAST  151 STREET,  GRAND CONCOURSE between EAST  162 STREET and EAST  163 STREET",Bronx,4,44,Television,Episodic series,United States of America,"10451, 10452"
487666,Shooting Permit,6/4/19 16:00,6/5/19 1:00,5/27/19 22:28,"Mayor's Office of Film, Theatre & Broadcasting",DAVIDSON AVENUE between WEST  174 STREET and W. 175 STREET,Bronx,5,46,Film,Feature,United States of America,10453
488444,Shooting Permit,6/4/19 16:00,6/5/19 6:00,5/30/19 13:16,"Mayor's Office of Film, Theatre & Broadcasting","EAST  161 STREET between WALTON AVENUE and GRAND CONCOURSE,  GRAND CONCOURSE between EAST  161 STREET and EAST  158 STREET,  GRAND CONCOURSE between EAST  158 STREET and EAST  151 STREET,  GRAND CONCOURSE between EAST  162 STREET and EAST  161 STREET,  EAST  161 STREET between GRAND CONCOURSE and SHERIDAN AVENUE,  GRAND CONCOURSE between EAST  162 STREET and EAST  163 STREET,  WALTON AVENUE between EAST  161 STREET and EAST  158 STREET,  PARK AVENUE between EAST   63 STREET and EAST   60 STREET,  EAST   62 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   58 STREET between PARK AVENUE and 3 AVENUE,  LEXINGTON AVENUE between EAST   58 STREET and EAST   57 STREET",Manhattan,"4, 5, 6, 8","17, 18, 19, 44",Television,Episodic series,United States of America,"10022, 10065, 10155, 10451, 10452"
488264,Shooting Permit,6/4/19 13:00,6/5/19 3:00,5/29/19 20:10,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE STREET between BUSHWICK AVENUE and WATERBURY STREET,  MESEROLE STREET between BUSHWICK PLACE and WATERBURY STREET,  BUSHWICK PLACE between MESEROLE STREET and MONTROSE AVENUE,  BUSHWICK PLACE between MESEROLE STREET and MONTROSE AVENUE,  MONTROSE AVENUE between BUSHWICK PLACE and BUSHWICK AVENUE,  BUSHWICK PLACE between MONTROSE AVENUE and JOHNSON AVENUE,  BUSHWICK AVENUE between MONTROSE AVENUE and SCHOLES STREET,  MAUJER STREET between HUMBOLDT STREET and BUSHWICK AVENUE",Brooklyn,1,90,Film,Feature,United States of America,11206
488039,Shooting Permit,6/4/19 11:00,6/4/19 22:30,5/29/19 10:31,"Mayor's Office of Film, Theatre & Broadcasting",WEST   44 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,10036
488588,Shooting Permit,6/4/19 9:00,6/4/19 22:00,5/30/19 18:25,"Mayor's Office of Film, Theatre & Broadcasting","JOHNSON AVENUE between SCOTT AVENUE and GARDNER AVENUE,  SCOTT AVENUE between RANDOLPH STREET and JOHNSON AVENUE,  FLUSHING AVENUE between SCOTT AVENUE and INGRAHAM STREET,  GARDNER AVENUE between JOHNSON AVENUE and FLUSHING AVENUE,  INGRAHAM STREET between STEWART AVENUE and FLUSHING AVENUE,  STEWART AVENUE between JOHNSON AVENUE and HARRISON PLACE,  JOHNSON AVENUE between STEWART AVENUE and VARICK AVENUE",Brooklyn,"1, 4","83, 90",Television,Episodic series,United States of America,11237
488139,Shooting Permit,6/4/19 9:00,6/5/19 1:00,5/29/19 14:11,"Mayor's Office of Film, Theatre & Broadcasting","WILLOW AVENUE between TOMPKINS AVENUE and BAY STREET,  LANGERE PLACE between WILLOW AVENUE and LYNHURST AVENUE",Staten Island,1,120,Television,Episodic series,United States of America,10305
488801,Shooting Permit,6/4/19 7:00,6/4/19 20:00,5/31/19 14:18,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between 35 STREET and BORDEN AVENUE",Queens,2,108,Television,Cable-other,United States of America,11101
488504,Shooting Permit,6/4/19 7:00,6/4/19 23:00,5/30/19 14:46,"Mayor's Office of Film, Theatre & Broadcasting","Kingsland Avenue between Dead End Avenue and Greenpoint Avenue,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORTH HENRY STREET",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
488856,Shooting Permit,6/4/19 7:00,6/4/19 23:00,5/31/19 15:59,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
488678,Shooting Permit,6/4/19 7:00,6/4/19 21:00,5/31/19 10:07,"Mayor's Office of Film, Theatre & Broadcasting","10 AVENUE between WEST  206 STREET and WEST  207 STREET,  WEST  206 STREET between 9 AVENUE and 10 AVENUE,  BROADWAY between WEST  211 STREET and WEST  212 STREET,  WEST  212 STREET between BROADWAY and 10 AVENUE,  BROADWAY between ACADEMY STREET and ISHAM STREET,  BROADWAY between WEST  204 STREET and WEST  207 STREET,  WEST  207 STREET between COOPER STREET and BROADWAY,  10 AVENUE between WEST  207 STREET and POST AVENUE",Manhattan,12,34,Film,Feature,United States of America,10034
488660,Shooting Permit,6/4/19 7:00,6/4/19 20:00,5/31/19 8:00,"Mayor's Office of Film, Theatre & Broadcasting",CPW between WEST   97 STREET and WEST  100 STREET,Manhattan,"64, 7","22, 24",Still Photography,Not Applicable,United States of America,"10023, 10025"
488693,Shooting Permit,6/4/19 7:00,6/4/19 21:00,5/31/19 10:52,"Mayor's Office of Film, Theatre & Broadcasting","GOTHIC DRIVE between 168 STREET and CHAPIN PARKWAY,  QUEENS BLVD between 83 AVENUE and VAN WYCK EXPY",Queens,"8, 9","102, 107",Television,Episodic series,United States of America,"11415, 11432"
489328,Shooting Permit,6/4/19 7:00,6/4/19 21:00,6/3/19 14:45,"Mayor's Office of Film, Theatre & Broadcasting","34 AVENUE between 35 STREET and 36 STREET,  35 STREET between 34 AVENUE and 35 AVENUE",Queens,1,114,Television,Cable-episodic,United States of America,11106
488201,Shooting Permit,6/4/19 6:00,6/4/19 22:00,5/29/19 16:31,"Mayor's Office of Film, Theatre & Broadcasting","LAKE AVENUE between WENLOCK STREET and RONALD AVENUE,  WENLOCK STREET between SIMONSON AVENUE and LAKE AVENUE,  LAKE AVENUE between WENLOCK STREET and WESTBROOK AVENUE,  WENLOCK STREET between LAKE AVENUE and MELYN PLACE,  RONALD AVENUE between LAKE AVENUE and GRANITE AVENUE,  LAKE AVENUE between DIXON AVENUE and WALKER STREET,  DIXON AVENUE between SIMONSON AVENUE and GRANITE AVENUE",Staten Island,1,121,Film,Feature,United States of America,10303
488218,Theater Load in and Load Outs,6/4/19 6:00,6/5/19 6:00,5/29/19 17:04,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  BROADWAY between WEST   74 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY",Manhattan,7,20,Theater,Theater,United States of America,10023
488489,Shooting Permit,6/4/19 6:00,6/4/19 22:00,5/30/19 14:16,"Mayor's Office of Film, Theatre & Broadcasting","EAST   79 STREET between MADISON AVENUE and 5 AVENUE,  5 AVENUE between EAST   79 STREET and EAST   78 STREET",Manhattan,"64, 8","19, 22",Still Photography,Not Applicable,United States of America,"10021, 10023, 10028, 10065, 10075, 10128"
488664,Shooting Permit,6/4/19 6:00,6/4/19 20:00,5/31/19 8:46,"Mayor's Office of Film, Theatre & Broadcasting","PARK AVENUE between CLASSON AVENUE and TAAFFE PLACE,  PARK AVENUE between TAAFFE PLACE and KENT AVENUE,  FLUSHING AVENUE between CLASSON AVENUE and KENT AVENUE,  CLASSON AVENUE between PARK AVENUE and MYRTLE AVENUE,  TAAFFE PLACE between FLUSHING AVENUE and PARK AVENUE,  LITTLE NASSAU STREET between TAAFFE PLACE and KENT AVENUE",Brooklyn,"1, 2, 3","79, 88, 90",Film,Feature,United States of America,11205
488668,Shooting Permit,6/4/19 6:00,6/4/19 22:00,5/31/19 9:07,"Mayor's Office of Film, Theatre & Broadcasting","WEST   76 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  CENTRAL PARK WEST between WEST   76 STREET and WEST   77 STREET,  EAST   51 STREET between FIFTH AVENUE and MADISON AVENUE,  EAST   51 STREET between MADISON AVENUE and PARK AVENUE",Manhattan,"5, 64, 7","18, 20, 22",Commercial,Commercial,United States of America,"10020, 10022, 10023, 10024"
488514,Shooting Permit,6/4/19 6:00,6/4/19 20:00,5/30/19 15:00,"Mayor's Office of Film, Theatre & Broadcasting",BROOME STREET between MERCER STREET and WOOSTER STREET,Manhattan,"2, 3","1, 5",Still Photography,Not Applicable,United States of America,"10002, 10012, 10013"
